Date,Open,High,Low,Close,Volume_From,Volume_To,Year
2016-01-01,433.99,437.43,430.73,433.72,33570.39,14566820.95,2016
2016-01-02,433.72,434.14,423.09,430.7,54826.26,23490162.61,2016
2016-01-03,430.7,435.26,428.6,433.32,53007.87,22943968.22,2016
2016-01-04,433.32,435.25,428.87,431.2,45029.87,19499588.99,2016
2016-01-05,431.2,432.11,425.0,430.82,43432.03,18702334.67,2016
2016-01-06,430.82,457.54,428.52,457.05,130197.44,58253615.03,2016
2016-01-07,457.05,462.92,446.51,452.87,91304.61,41594025.32,2016
2016-01-08,452.87,454.55,444.9,448.31,39809.95,17967113.95,2016
2016-01-09,448.31,448.88,438.62,446.19,44457.28,19778456.68,2016
2016-01-10,446.19,451.08,441.77,447.72,56587.4,25358480.83,2016
2016-01-11,447.72,448.41,443.14,445.04,44585.93,19913400.66,2016
2016-01-12,445.04,443.72,420.39,432.18,92040.06,39525195.32,2016
2016-01-13,432.18,433.74,427.01,429.13,46172.51,19948730.59,2016
2016-01-14,429.13,430.15,364.71,372.26,268141.73,107060613.39,2016
2016-01-15,372.26,386.72,350.39,385.04,183962.03,68297105.65,2016
2016-01-16,385.04,390.72,377.71,382.47,66089.34,25464382.4,2016
2016-01-17,382.47,387.29,373.21,384.4,69301.33,26546465.91,2016
2016-01-18,384.4,386.69,375.89,379.46,66345.24,25417876.87,2016
2016-01-19,379.46,425.72,374.05,414.58,190316.94,76873917.15,2016
2016-01-20,414.58,423.42,403.86,410.24,89938.22,37264942.18,2016
2016-01-21,410.24,411.49,374.9,382.65,144856.97,56548790.09,2016
2016-01-22,382.65,395.43,380.27,388.61,61383.14,23908533.75,2016
2016-01-23,388.61,405.4,385.53,402.13,64535.73,25770175.58,2016
2016-01-24,402.13,403.78,386.85,392.76,67659.06,26793044.72,2016
2016-01-25,392.76,397.74,387.9,389.78,56805.12,22384754.5,2016
2016-01-26,389.78,397.37,389.35,395.02,43678.72,17297117.36,2016
2016-01-27,395.02,395.42,376.71,379.69,77319.55,29717813.05,2016
2016-01-28,379.69,385.75,363.49,380.29,138455.81,51927041.84,2016
2016-01-29,380.29,381.75,375.04,377.76,36179.6,13720656.84,2016
2016-01-30,377.76,380.54,366.88,369.84,39019.71,14718855.75,2016
2016-01-31,369.84,379.78,365.27,372.18,74346.01,27728088.91,2016
2016-02-01,372.18,376.63,371.4,373.92,50981.07,19123252.48,2016
2016-02-02,373.92,375.89,366.2,368.02,59813.05,22266682.14,2016
2016-02-03,368.02,391.83,368.05,390.65,101868.7,38961905.49,2016
2016-02-04,390.65,391.15,384.48,386.46,60917.35,23688228.07,2016
