Date,Open,High,Low,Close,Volume_From,Volume_To,Year
2020-01-01,7189.94,7224.84,6945.83,6965.72,26531.32,187393954.35,2020
2020-01-02,6965.72,7407.11,6882.62,7339.7,51975.01,376690440.38,2020
2020-01-03,7339.7,7405.75,7278.6,7357.5,22083.57,162106895.05,2020
2020-01-04,7357.5,7501.42,7330.07,7359.96,24084.13,179147746.87,2020
2020-01-05,7359.96,7799.63,7355.11,7762.69,46443.66,352286216.6,2020
2020-01-06,7762.69,8218.63,7736.57,8160.36,75423.75,600054472.25,2020
2020-01-07,8160.36,8458.65,7873.97,8045.15,85087.59,699004342.7,2020
2020-01-08,8045.15,8047.11,7757.04,7817.35,40045.64,316199456.84,2020
2020-01-09,7817.35,8192.05,7682.56,8190.31,55534.09,441131626.25,2020
2020-01-10,8190.31,8287.42,8003.87,8024.58,30734.63,250060123.9,2020
2020-01-11,8024.58,8185.14,7968.4,8181.49,17525.61,142197585.82,2020
2020-01-12,8181.49,8200.4,8057.37,8106.56,22746.0,184437465.66,2020
2020-01-13,8106.56,8874.07,8106.4,8820.95,89444.78,768098459.01,2020
2020-01-14,8820.95,8890.04,8559.93,8813.21,50394.79,441186933.78,2020
2020-01-15,8813.21,8846.78,8586.56,8719.63,33539.82,290989712.92,2020
2020-01-16,8719.63,9004.35,8665.99,8894.83,48787.4,432856377.78,2020
2020-01-17,8894.83,8974.65,8807.26,8909.28,19872.9,176837362.25,2020
2020-01-18,8909.28,9177.39,8508.15,8702.59,47750.9,421483277.31,2020
2020-01-19,8702.59,8737.36,8521.52,8634.03,21888.47,189247381.47,2020
2020-01-20,8634.03,8771.75,8479.9,8724.84,22731.19,196404470.17,2020
2020-01-21,8724.84,8793.74,8582.43,8667.26,17278.13,149906743.85,2020
2020-01-22,8667.26,8680.93,8290.98,8394.28,38348.08,323273085.37,2020
2020-01-23,8394.28,8517.5,8225.83,8431.78,27811.03,233502998.73,2020
2020-01-24,8431.78,8444.32,8263.42,8345.88,14296.82,119345600.29,2020
2020-01-25,8345.88,8605.33,8302.57,8602.37,22444.54,189985702.21,2020
2020-01-26,8602.37,8991.01,8572.37,8898.94,37524.75,329416202.64,2020
2020-01-27,8898.94,9407.39,8892.58,9391.97,51850.54,471220882.55,2020
2020-01-28,9391.97,9429.16,9234.27,9286.18,36978.22,345265419.21,2020
2020-01-29,9286.18,9561.26,9181.72,9501.38,45852.79,430815723.66,2020
2020-01-30,9501.38,9518.87,9208.36,9342.23,31334.26,292627757.98,2020
2020-01-31,9342.23,9455.92,9296.57,9384.45,14778.25,138614091.6,2020
2020-02-01,9384.45,9469.84,9169.21,9334.25,24059.37,225322638.39,2020
2020-02-02,9334.25,9605.66,9230.83,9288.96,33363.87,312315107.48,2020
2020-02-03,9288.96,9347.12,9089.52,9171.98,26614.92,244997961.95,2020
2020-02-04,9171.98,9750.28,9162.98,9611.42,47150.99,448381299.88,2020
2020-02-05,9611.42,9853.08,9533.37,9755.84,42264.62,410313693.85,2020
2020-02-06,9755.84,9866.18,9714.16,9808.36,25549.21,249852208.28,2020
2020-02-07,9808.36,9936.26,9665.26,9898.25,24889.03,244352034.45,2020
2020-02-08,9898.25,10162.71,9880.67,10157.78,33829.57,340301629.71,2020
2020-02-09,10157.78,10185.09,9761.16,9858.03,40941.28,406256357.82,2020
2020-02-10,9858.03,10370.44,9716.32,10269.43,49240.73,495614708.0,2020
2020-02-11,10269.43,10475.43,10250.55,10347.93,43484.9,449510878.91,2020
2020-02-12,10347.93,10500.54,10081.02,10233.32,49389.81,507955951.95,2020
2020-02-13,10233.32,10387.37,10103.67,10360.37,28984.69,297409586.88,2020
2020-02-14,10360.37,10388.6,9789.89,9905.43,29878.88,300819428.52,2020
2020-02-15,9905.43,10042.6,9634.4,9925.51,27579.54,272176494.52,2020
2020-02-16,9925.51,9958.46,9482.71,9702.48,37157.31,359702988.14,2020
2020-02-17,9702.48,10274.35,9618.77,10182.6,38551.14,382869718.91,2020
2020-02-18,10182.6,10300.04,9340.17,9602.43,47506.68,473100344.44,2020
2020-02-19,9602.43,9698.59,9402.81,9608.8,36843.12,352949373.64,2020
2020-02-20,9608.8,9766.16,9582.07,9697.86,30286.18,293546157.49,2020
2020-02-21,9697.86,9720.21,9577.84,9671.46,12206.36,118171544.81,2020
2020-02-22,9671.46,10011.4,9669.88,9977.39,23058.71,228093371.59,2020
2020-02-23,9977.39,10019.3,9495.76,9664.21,34044.18,331102536.15,2020
2020-02-24,9664.21,9682.05,9258.4,9316.18,34827.75,329372824.71,2020
2020-02-25,9316.18,9379.07,8652.97,8793.5,65447.95,588359496.49,2020
2020-02-26,8793.5,8978.84,8540.74,8821.5,47005.39,413657559.37,2020
2020-02-27,8821.5,8908.8,8449.12,8719.29,41600.5,360795192.37,2020
2020-02-28,8719.29,8815.63,8545.32,8545.45,16806.37,146455562.43,2020
2020-02-29,8545.45,8776.71,8443.57,8549.38,25550.31,219324311.08,2020
2020-03-01,8549.38,8983.78,8521.79,8919.74,33004.6,290280969.41,2020
2020-03-02,8919.74,8940.69,8680.57,8765.68,28648.83,252211805.89,2020
