Date,Open,High,Low,Close,Volume_From,Volume_To,Year
2024-01-01,44197.61,45918.98,44181.86,44970.34,57443.36,2596745174.99,2024
2024-01-02,44970.34,45513.73,40214.67,42854.08,82056.19,3533041051.83,2024
2024-01-03,42854.08,44797.03,42657.44,44194.38,49538.94,2167748750.23,2024
2024-01-04,44194.38,44377.15,42508.08,44178.89,54169.3,2368276569.22,2024
2024-01-05,44178.89,44248.4,43444.9,43988.33,16352.13,717065469.35,2024
2024-01-06,43988.33,44496.47,43639.57,43950.84,20056.41,884154712.5,2024
2024-01-07,43950.84,47295.94,43209.8,46988.14,66057.64,3000303504.99,2024
2024-01-08,46988.14,47923.17,44889.64,46123.0,66281.93,3083632967.78,2024
2024-01-09,46123.0,47705.84,44326.32,46667.48,80226.64,3677964834.63,2024
2024-01-10,46667.48,49054.05,45580.11,46353.15,77548.89,3638877778.74,2024
2024-01-11,46353.15,46512.17,41454.57,42776.42,87031.78,3855256978.62,2024
2024-01-12,42776.42,43243.47,42438.36,42839.19,23024.72,986309535.03,2024
2024-01-13,42839.19,43060.49,41702.53,41704.39,21730.6,924871801.97,2024
2024-01-14,41704.39,43325.88,41687.69,42491.26,24561.1,1046074902.52,2024
2024-01-15,42491.26,43562.19,42047.82,43130.88,36429.24,1565259395.93,2024
2024-01-16,43130.88,43183.19,42172.64,42739.27,32911.24,1403011843.2,2024
2024-01-17,42739.27,42876.35,40606.86,41286.68,45180.42,1885882508.36,2024
2024-01-18,41286.68,42151.57,40246.58,41625.47,45191.13,1864062474.18,2024
2024-01-19,41625.47,41846.45,41433.27,41677.08,13096.14,544668570.57,2024
2024-01-20,41677.08,41862.83,41493.59,41570.17,9176.94,382561229.54,2024
2024-01-21,41570.17,41669.9,39396.81,39523.63,56109.4,2270442343.15,2024
2024-01-22,39523.63,40136.09,38512.34,39876.44,46007.49,1805745649.27,2024
2024-01-23,39876.44,40526.25,39429.31,40078.62,37009.85,1476062916.95,2024
2024-01-24,40078.62,40280.91,39523.94,39941.74,29183.88,1164224625.52,2024
2024-01-25,39941.74,42227.71,39814.87,41816.55,42739.48,1763833855.75,2024
2024-01-26,41816.55,42191.83,41393.22,42124.02,10632.46,444567824.09,2024
2024-01-27,42124.02,42822.8,41632.18,42028.92,16615.66,702267432.76,2024
2024-01-28,42028.92,43308.42,41804.05,43302.28,27783.74,1184671101.99,2024
2024-01-29,43302.28,43855.77,42690.4,42943.64,34500.06,1498626265.1,2024
2024-01-30,42943.64,43734.38,42276.82,42555.08,39491.24,1695950546.73,2024
2024-01-31,42555.08,43267.39,41855.88,43073.2,29018.49,1234469121.23,2024
2024-02-01,43073.2,43452.76,42536.21,43181.71,26779.09,1152442855.72,2024
2024-02-02,43181.71,43355.76,42874.37,42999.52,7556.6,325725942.96,2024
2024-02-03,42999.52,43093.79,42232.02,42570.21,9589.32,410404369.06,2024
2024-02-04,42570.21,43518.7,41931.59,42664.56,24867.17,1062866796.14,2024
2024-02-05,42664.56,43360.05,42526.92,43091.51,22482.95,966265875.57,2024
2024-02-06,43091.51,44402.0,42766.8,44339.04,30331.77,1319628672.43,2024
2024-02-07,44339.04,45622.13,44333.87,45304.61,39654.68,1785332802.43,2024
2024-02-08,45304.61,48208.27,45257.22,47154.23,50590.41,2379925849.32,2024
2024-02-09,47154.23,48166.14,46894.61,47768.12,16452.46,780554926.36,2024
2024-02-10,47768.12,48597.46,47592.04,48311.16,19858.95,956986637.1,2024
2024-02-11,48311.16,50339.2,47718.59,49942.97,47112.86,2319184140.26,2024
2024-02-12,49942.97,50392.92,48336.83,49733.11,42027.05,2075339722.8,2024
2024-02-13,49733.11,52085.66,49272.58,51844.19,43948.58,2252886326.88,2024
2024-02-14,51844.19,52845.45,51357.81,51934.57,42990.13,2239765884.49,2024
2024-02-15,51934.57,52598.05,51604.88,52163.28,32295.2,1680749372.19,2024
2024-02-16,52163.28,52201.89,50647.34,51668.78,17696.94,910308869.83,2024
2024-02-17,51668.78,52393.59,51194.3,52139.33,14716.3,762533081.81,2024
2024-02-18,52139.33,52487.6,51691.25,51781.22,18980.36,989270690.85,2024
2024-02-19,51781.22,52985.95,50766.77,52269.59,39504.32,2050493239.79,2024
2024-02-20,52269.59,52375.42,50633.49,51854.36,32665.42,1676374071.14,2024
2024-02-21,51854.36,52056.01,50914.97,51263.67,30501.44,1573393306.75,2024
2024-02-22,51263.67,51509.58,50523.07,50744.07,26365.93,1345274652.99,2024
2024-02-23,50744.07,51687.88,50583.66,51574.61,10707.22,548313000.54,2024
2024-02-24,51574.61,51957.87,51288.57,51727.63,12394.68,640224439.02,2024
2024-02-25,51727.63,54939.87,50920.53,54518.58,47961.27,2550669499.35,2024
2024-02-26,54518.58,57612.94,54483.19,57071.6,62683.92,3546751167.69,2024
2024-02-27,57071.6,64086.08,56726.31,62507.1,102181.72,6171823618.31,2024
2024-02-28,62507.1,63652.76,60370.98,61179.58,84709.08,5259277822.5,2024
2024-02-29,61179.58,63226.77,60795.21,62431.25,52747.33,3267402863.37,2024
2024-03-01,62431.25,62479.07,61631.05,62038.39,20264.53,1257238241.46,2024
2024-03-02,62038.39,63254.84,61392.4,63149.43,20301.48,1265273119.48,2024
2024-03-03,63149.43,68562.03,62363.97,68338.64,79177.16,5220774005.79,2024
2024-03-04,68338.64,69244.55,59268.68,63804.11,126873.13,8263897912.84,2024
2024-03-05,63804.11,67645.97,62851.27,66115.57,68031.77,4498440968.53,2024
2024-03-06,66115.57,68065.89,65610.94,66928.15,41800.64,2804368120.13,2024
2024-03-07,66928.15,70151.23,66173.73,68269.39,59361.92,4046244830.74,2024
2024-03-08,68269.39,68663.92,68026.81,68446.32,16947.1,1158711168.05,2024
2024-03-09,68446.32,69976.84,68218.19,69023.53,27686.99,1919585405.6,2024
2024-03-10,69023.53,72872.77,67170.42,72095.86,62709.74,4476609937.75,2024
2024-03-11,72095.86,72996.99,68636.43,71449.5,58546.01,4173072731.62,2024
2024-03-12,71449.5,73672.14,71329.7,73118.09,41314.41,3008299520.61,2024
2024-03-13,73118.09,73802.64,68493.91,71366.96,60699.01,4325873413.25,2024
2024-03-14,71366.96,72394.97,65579.78,69497.39,73358.94,5016358153.02,2024
2024-03-15,69497.39,70043.23,64783.87,65260.55,33956.52,2295869354.32,2024
2024-03-16,65260.55,68873.88,64529.3,68364.45,29362.49,1962751757.05,2024
