Date,Open,High,Low,Close,Volume_From,Volume_To,Year
2023-01-01,16613.87,16768.07,16544.15,16670.08,30159.75,503360386.62,2023
2023-01-02,16670.08,16766.7,16605.01,16670.16,37684.59,628582193.83,2023
2023-01-03,16670.16,16972.62,16651.02,16846.82,58841.99,990689260.54,2023
2023-01-04,16846.82,16869.84,16764.64,16825.87,31174.48,524511536.58,2023
2023-01-05,16825.87,17013.77,16687.42,16946.16,52488.7,883642131.54,2023
2023-01-06,16946.16,16972.62,16905.39,16942.73,11628.45,196915427.54,2023
2023-01-07,16942.73,17132.21,16913.28,17115.81,21159.6,359149910.85,2023
2023-01-08,17115.81,17387.59,17103.2,17179.03,73779.59,1271943559.93,2023
2023-01-09,17179.03,17484.36,17148.57,17442.44,57628.21,997764944.91,2023
2023-01-10,17442.44,17986.45,17324.71,17938.0,63571.7,1113334370.52,2023
2023-01-11,17938.0,19092.31,17906.4,18849.0,122644.76,2252897545.61,2023
2023-01-12,18849.0,19992.23,18717.45,19932.05,94611.39,1820146569.6,2023
2023-01-13,19932.05,21255.15,19895.77,20954.52,107073.42,2223938908.13,2023
2023-01-14,20954.52,21047.91,20575.44,20878.94,44461.09,924310249.74,2023
2023-01-15,20878.94,21438.83,20635.89,21188.92,66430.52,1399257790.94,2023
2023-01-16,21188.92,21555.18,20866.41,21136.12,55706.36,1181967488.8,2023
2023-01-17,21136.12,21624.6,20411.68,20678.47,82422.66,1733563128.99,2023
2023-01-18,20678.47,21180.98,20670.44,21082.28,54649.2,1141134569.38,2023
2023-01-19,21082.28,22724.89,20884.26,22676.2,82923.31,1793127005.71,2023
2023-01-20,22676.2,23327.14,22465.82,22789.92,96424.84,2212422402.47,2023
2023-01-21,22789.92,23072.22,22343.13,22714.99,62351.77,1419749432.93,2023
2023-01-22,22714.99,23154.59,22585.74,22917.47,70990.57,1622068993.43,2023
2023-01-23,22917.47,23159.62,22485.0,22637.8,78065.25,1788469593.53,2023
2023-01-24,22637.8,23801.04,22354.6,23066.28,88106.3,2010835832.21,2023
2023-01-25,23066.28,23268.02,22870.4,23009.15,64065.53,1477492373.79,2023
2023-01-26,23009.15,23485.53,22594.06,23077.75,65135.66,1499524205.45,2023
2023-01-27,23077.75,23181.57,22895.7,23031.02,20229.78,465656885.65,2023
2023-01-28,23031.02,23948.42,22981.04,23747.26,57693.1,1356557545.16,2023
2023-01-29,23747.26,23796.62,22577.01,22833.34,73408.97,1699735992.01,2023
2023-01-30,22833.34,23271.14,22725.41,23129.7,49746.31,1144361734.86,2023
2023-01-31,23129.7,23799.9,22792.33,23730.52,50174.15,1166002955.1,2023
2023-02-01,23730.52,24229.18,23423.04,23470.8,57852.6,1378661476.28,2023
2023-02-02,23470.8,23709.93,23230.74,23437.21,40956.08,961229252.16,2023
2023-02-03,23437.21,23582.26,23268.8,23332.1,14312.36,334962158.54,2023
2023-02-04,23332.1,23429.68,22796.98,22940.79,27262.45,628865943.88,2023
2023-02-05,22940.79,23147.93,22655.5,22761.44,40112.72,918256802.27,2023
2023-02-06,22761.44,23343.29,22752.6,23252.78,37031.49,852489794.18,2023
2023-02-07,23252.78,23407.79,22688.45,22961.13,32423.41,746102368.06,2023
2023-02-08,22961.13,23000.67,21741.16,21807.55,72685.0,1626493846.29,2023
2023-02-09,21807.55,21940.0,21495.4,21634.86,52389.7,1139170302.72,2023
